Freq.	S11(V2)	S12(V2)	S21(V2)	S22(V2)
1.79623886849200e+09	(-4.85030874991798e+00dB,-1.04635325751843e+02°)	(-2.00096015114089e+01dB,-1.40291357546861e+02°)	(1.68838526578772e+01dB,-7.55121117396830e+01°)	(-4.33992854441743e+00dB,-5.31447178181652e+01°)
1.80658273447932e+09	(-4.87360772488368e+00dB,-1.05131348965681e+02°)	(-1.99848759719200e+01dB,-1.40463540247008e+02°)	(1.68543032510214e+01dB,-7.58213906911156e+01°)	(-4.37452171692198e+00dB,-5.33339788830991e+01°)
1.81698616691152e+09	(-4.89692891168882e+00dB,-1.05629293541653e+02°)	(-1.99602491491312e+01dB,-1.40635735352386e+02°)	(1.68246103797146e+01dB,-7.61313404247250e+01°)	(-4.40932761253911e+00dB,-5.35233713748835e+01°)
1.82744950880943e+09	(-4.92026980739325e+00dB,-1.06129164888418e+02°)	(-1.99357204273966e+01dB,-1.40807940558046e+02°)	(1.67947742687553e+01dB,-7.64419604474584e+01°)	(-4.44434706473950e+00dB,-5.37128943241990e+01°)
1.83797310516919e+09	(-4.94362786549946e+00dB,-1.06630968347637e+02°)	(-1.99112891794979e+01dB,-1.40980153597965e+02°)	(1.67647951524571e+01dB,-7.67532502887034e+01°)	(-4.47958091836882e+00dB,-5.39025468355155e+01°)
1.84855730297365e+09	(-4.96700049485156e+00dB,-1.07134709207693e+02°)	(-1.98869547690103e+01dB,-1.41152372276364e+02°)	(1.67346732723026e+01dB,-7.70652095312164e+01°)	(-4.51503002948865e+00dB,-5.40923281096545e+01°)
1.85920245120379e+09	(-4.99038505944978e+00dB,-1.07640392693058e+02°)	(-1.98627165493691e+01dB,-1.41324594454392e+02°)	(1.67044088778955e+01dB,-7.73778377974265e+01°)	(-4.55069526636074e+00dB,-5.42822374313105e+01°)
1.86990890085027e+09	(-5.01377887871892e+00dB,-1.08148023976870e+02°)	(-1.98385738675635e+01dB,-1.41496818102750e+02°)	(1.66740022232890e+01dB,-7.76911348016667e+01°)	(-4.58657750762567e+00dB,-5.44722742284651e+01°)
1.88067700492494e+09	(-5.03717922600703e+00dB,-1.08657608144837e+02°)	(-1.98145260574290e+01dB,-1.41669041204231e+02°)	(1.66434535737144e+01dB,-7.80051002523235e+01°)	(-4.62267764734727e+00dB,-5.46624379594500e+01°)
1.89150711847254e+09	(-5.06058333162502e+00dB,-1.09169150201643e+02°)	(-1.97905724445077e+01dB,-1.41841261827674e+02°)	(1.66127632007435e+01dB,-7.83197339253888e+01°)	(-4.65899659115689e+00dB,-5.48527282248364e+01°)
1.90239959858236e+09	(-5.08398837767605e+00dB,-1.09682655097200e+02°)	(-1.97667123478282e+01dB,-1.42013478143656e+02°)	(1.65819313805321e+01dB,-7.86350356797608e+01°)	(-4.69553525832250e+00dB,-5.50431447278526e+01°)
1.91335480440005e+09	(-5.10739150438747e+00dB,-1.10198127664659e+02°)	(-1.97429450748993e+01dB,-1.42185688364715e+02°)	(1.65509583988502e+01dB,-7.89510053970603e+01°)	(-4.73229458190709e+00dB,-5.52336872870711e+01°)
1.92437309713944e+09	(-5.13078980265591e+00dB,-1.10715572661482e+02°)	(-1.97192699241730e+01dB,-1.42357890766640e+02°)	(1.65198445486454e+01dB,-7.92676430025138e+01°)	(-4.76927551187868e+00dB,-5.54243557769261e+01°)
1.93545484009444e+09	(-5.15418031993930e+00dB,-1.11234994746713e+02°)	(-1.96956861873939e+01dB,-1.42530083731574e+02°)	(1.64885901277180e+01dB,-7.95849485076524e+01°)	(-4.80647901092616e+00dB,-5.56151502391611e+01°)
1.94660039865106e+09	(-5.17756005698871e+00dB,-1.11756398476285e+02°)	(-1.96721931470037e+01dB,-1.42702265705178e+02°)	(1.64571954413450e+01dB,-7.99029219670599e+01°)	(-4.84390605843552e+00dB,-5.58060708048533e+01°)
1.95781014029940e+09	(-5.20092597012514e+00dB,-1.12279788280215e+02°)	(-1.96487900746915e+01dB,-1.42874435179231e+02°)	(1.64256608037568e+01dB,-8.02215634605604e+01°)	(-4.88155765101101e+00dB,-5.59971177039903e+01°)
1.96908443464583e+09	(-5.22427496843020e+00dB,-1.12805168492704e+02°)	(-1.96254762368171e+01dB,-1.43046590763072e+02°)	(1.63939865327430e+01dB,-8.05408731642448e+01°)	(-4.91943480080273e+00dB,-5.61882913077287e+01°)
1.98042365342512e+09	(-5.24760391514814e+00dB,-1.13332543318177e+02°)	(-1.96022508898405e+01dB,-1.43218731120427e+02°)	(1.63621729542533e+01dB,-8.08608512868714e+01°)	(-4.95753853863488e+00dB,-5.63795920816284e+01°)
1.99182817051273e+09	(-5.27090962770852e+00dB,-1.13861916840675e+02°)	(-1.95791132841172e+01dB,-1.43390855022556e+02°)	(1.63302203986326e+01dB,-8.11814981225983e+01°)	(-4.99586991186342e+00dB,-5.65710206403607e+01°)
2.00329836193714e+09	(-5.29418887823975e+00dB,-1.14393292988619e+02°)	(-1.95560626575189e+01dB,-1.43562961257273e+02°)	(1.62981292070321e+01dB,-8.15028139595689e+01°)	(-5.03442998978685e+00dB,-5.67625776630939e+01°)
2.01483460589220e+09	(-5.31743839318886e+00dB,-1.14926675571993e+02°)	(-1.95330982459026e+01dB,-1.43735048776389e+02°)	(1.62658997209734e+01dB,-8.18247992269334e+01°)	(-5.07321985640946e+00dB,-5.69542640374882e+01°)
2.02643728274969e+09	(-5.34065485247300e+00dB,-1.15462068239897e+02°)	(-1.95102192735172e+01dB,-1.43907116556554e+02°)	(1.62335322919755e+01dB,-8.21474543552542e+01°)	(-5.11224061924153e+00dB,-5.71460807114805e+01°)
2.03810677507176e+09	(-5.36383489053979e+00dB,-1.15999474488987e+02°)	(-1.94874249579117e+01dB,-1.44079163669767e+02°)	(1.62010272766816e+01dB,-8.24707798465872e+01°)	(-5.15149340567599e+00dB,-5.73380287757186e+01°)
2.04984346762362e+09	(-5.38697509745651e+00dB,-1.16538897648953e+02°)	(-1.94647145091292e+01dB,-1.44251189272238e+02°)	(1.61683850377008e+01dB,-8.27947762629036e+01°)	(-5.19097936390164e+00dB,-5.75301094642973e+01°)
2.06164774738619e+09	(-5.41007201582569e+00dB,-1.17080340892807e+02°)	(-1.94420871313664e+01dB,-1.44423192621941e+02°)	(1.61356059419861e+01dB,-8.31194442432053e+01°)	(-5.23069966398433e+00dB,-5.77223241377009e+01°)
2.07352000356887e+09	(-5.43312214564615e+00dB,-1.17623807199468e+02°)	(-1.94195420195497e+01dB,-1.44595173035778e+02°)	(1.61026903642959e+01dB,-8.34447844602471e+01°)	(-5.27065549916412e+00dB,-5.79146742933551e+01°)
2.08546062762237e+09	(-5.45612193988477e+00dB,-1.18169299373816e+02°)	(-1.93970783623347e+01dB,-1.44767129923922e+02°)	(1.60696386842338e+01dB,-8.37707976544394e+01°)	(-5.31084808664928e+00dB,-5.81071615499781e+01°)
2.09747001325161e+09	(-5.47906780808071e+00dB,-1.18716820032341e+02°)	(-1.93746953444201e+01dB,-1.44939062827323e+02°)	(1.60364512839746e+01dB,-8.40974846709038e+01°)	(-5.35127866428728e+00dB,-5.82997877225976e+01°)
2.10954855642873e+09	(-5.50195611463114e+00dB,-1.19266371579010e+02°)	(-1.93523921388255e+01dB,-1.45110971302045e+02°)	(1.60031285560284e+01dB,-8.44248463433651e+01°)	(-5.39194849995857e+00dB,-5.84925546888198e+01°)
2.12169665540610e+09	(-5.52478318114877e+00dB,-1.19817956215240e+02°)	(-1.93301679153272e+01dB,-1.45282855042437e+02°)	(1.59696708948467e+01dB,-8.47528836168745e+01°)	(-5.43285888331328e+00dB,-5.86854645336757e+01°)
2.13391471072950e+09	(-5.54754528346744e+00dB,-1.20371575931342e+02°)	(-1.93080218365814e+01dB,-1.45454713818956e+02°)	(1.59360787007431e+01dB,-8.50815974851736e+01°)	(-5.47401113222525e+00dB,-5.88785194535372e+01°)
2.14620312525127e+09	(-5.57023865581991e+00dB,-1.20927232486988e+02°)	(-1.92859530588566e+01dB,-1.45626547492844e+02°)	(1.59023523792050e+01dB,-8.54109890049261e+01°)	(-5.51540659098007e+00dB,-5.90717218140212e+01°)
2.15856230414367e+09	(-5.59285948852395e+00dB,-1.21484927416995e+02°)	(-1.92639607341677e+01dB,-1.45798356041615e+02°)	(1.58684923388060e+01dB,-8.57410593207422e+01°)	(-5.55704663044997e+00dB,-5.92650741460609e+01°)
2.17099265491215e+09	(-5.61540393059719e+00dB,-1.22044662001856e+02°)	(-1.92420440043820e+01dB,-1.45970139475139e+02°)	(1.58344989971466e+01dB,-8.60718095808089e+01°)	(-5.59893265423712e+00dB,-5.94585790910032e+01°)
2.18349458740887e+09	(-5.63786808776642e+00dB,-1.22606437287494e+02°)	(-1.92202020101541e+01dB,-1.46141897959988e+02°)	(1.58003727719672e+01dB,-8.64032410607758e+01°)	(-5.64106609149336e+00dB,-5.96522394944093e+01°)
2.19606851384615e+09	(-5.66024802418689e+00dB,-1.23170254057305e+02°)	(-1.91984338843159e+01dB,-1.46313631723751e+02°)	(1.57661140878077e+01dB,-8.67353550676102e+01°)	(-5.68344840440816e+00dB,-5.98460583292825e+01°)
2.20871484881009e+09	(-5.68253976500472e+00dB,-1.23736112823044e+02°)	(-1.91767387544066e+01dB,-1.46485341092830e+02°)	(1.57317233735279e+01dB,-8.70681529769279e+01°)	(-5.72608108545601e+00dB,-6.00400387563423e+01°)
2.22143400927424e+09	(-5.70473929380636e+00dB,-1.24304013828630e+02°)	(-1.91551157445734e+01dB,-1.46657026514069e+02°)	(1.56972010604586e+01dB,-8.74016362541634e+01°)	(-5.76896565797804e+00dB,-6.02341841112272e+01°)
2.23422641461335e+09	(-5.72684255491813e+00dB,-1.24873957028347e+02°)	(-1.91335639710742e+01dB,-1.46828688489394e+02°)	(1.56625475869513e+01dB,-8.77358063887391e+01°)	(-5.81210368174726e+00dB,-6.04284978634680e+01°)
2.24709248661718e+09	(-5.74884545261579e+00dB,-1.25445942092052e+02°)	(-1.91120825485205e+01dB,-1.47000327663616e+02°)	(1.56277633921903e+01dB,-8.80706649814080e+01°)	(-5.85549674742689e+00dB,-6.06229836842247e+01°)
2.26003264950442e+09	(-5.77074385521901e+00dB,-1.26019968376847e+02°)	(-1.90906705833816e+01dB,-1.47171944731645e+02°)	(1.55928489227430e+01dB,-8.84062136509977e+01°)	(-5.89914648383876e+00dB,-6.08176453994682e+01°)
2.27304732993669e+09	(-5.79253359207264e+00dB,-1.26596034937249e+02°)	(-1.90693271799964e+01dB,-1.47343540519769e+02°)	(1.55578046266048e+01dB,-8.87424541152186e+01°)	(-5.94305455389423e+00dB,-6.10124870253879e+01°)
2.28613695703258e+09	(-5.81421045748761e+00dB,-1.27174140503291e+02°)	(-1.90480514377038e+01dB,-1.47515115945835e+02°)	(1.55226309561272e+01dB,-8.90793881503825e+01°)	(-5.98722265758123e+00dB,-6.12075127683986e+01°)
2.29930196238181e+09	(-5.83577020851529e+00dB,-1.27754283481518e+02°)	(-1.90268424527028e+01dB,-1.47686672040513e+02°)	(1.54873283662158e+01dB,-8.94170176121905e+01°)	(-6.03165253259951e+00dB,-6.14027270122553e+01°)
2.31254278005949e+09	(-5.85720856841897e+00dB,-1.28336461936613e+02°)	(-1.90056993151066e+01dB,-1.47858209904864e+02°)	(1.54518973173371e+01dB,-8.97553443928313e+01°)	(-6.07634595820499e+00dB,-6.15981343108014e+01°)
2.32585984664038e+09	(-5.87852122800806e+00dB,-1.28920673584707e+02°)	(-1.89846211126778e+01dB,-1.48029730764233e+02°)	(1.54163382718446e+01dB,-9.00943704744083e+01°)	(-6.12130475127070e+00dB,-6.17937394432959e+01°)
2.33925360121331e+09	(-5.89970384241604e+00dB,-1.29506915793473e+02°)	(-1.89636069299393e+01dB,-1.48201235947551e+02°)	(1.53806516949310e+01dB,-9.04340979077639e+01°)	(-6.16653077122648e+00dB,-6.19895473504088e+01°)
2.35272448539566e+09	(-5.92075203898596e+00dB,-1.30095185555858e+02°)	(-1.89426558465452e+01dB,-1.48372726869311e+02°)	(1.53448380563212e+01dB,-9.07745287939841e+01°)	(-6.21202591993302e+00dB,-6.21855631979861e+01°)
2.36627294334795e+09	(-5.94166141133484e+00dB,-1.30685479499080e+02°)	(-1.89217669404703e+01dB,-1.48544205066343e+02°)	(1.53088978271479e+01dB,-9.11156653207087e+01°)	(-6.25779214254953e+00dB,-6.23817923325047e+01°)
2.37989942178840e+09	(-5.96242752665822e+00dB,-1.31277793860654e+02°)	(-1.89009392849338e+01dB,-1.48715672156826e+02°)	(1.52728314830956e+01dB,-9.14575097206599e+01°)	(-6.30383143003803e+00dB,-6.25782403177207e+01°)
2.39360437000776e+09	(-5.98304592252087e+00dB,-1.31872124489415e+02°)	(-1.88801719530213e+01dB,-1.48887129902507e+02°)	(1.52366394998454e+01dB,-9.18000643333980e+01°)	(-6.35014581615057e+00dB,-6.27749129406336e+01°)
2.40738823988405e+09	(-6.00351210981820e+00dB,-1.32468466833010e+02°)	(-1.88594640131168e+01dB,-1.49058580139221e+02°)	(1.52003223577130e+01dB,-9.21433315353677e+01°)	(-6.39673738501775e+00dB,-6.29718161741835e+01°)
2.42125148589749e+09	(-6.02382157513634e+00dB,-1.33066815927920e+02°)	(-1.88388145300169e+01dB,-1.49230024791999e+02°)	(1.51638805406049e+01dB,-9.24873137545298e+01°)	(-6.44360827069293e+00dB,-6.31689562060893e+01°)
2.43519456514549e+09	(-6.04396978102332e+00dB,-1.33667166390841e+02°)	(-1.88182225690085e+01dB,-1.49401465934274e+02°)	(1.51273145320126e+01dB,-9.28320135291022e+01°)	(-6.49076065257312e+00dB,-6.33663394782115e+01°)
2.44921793735771e+09	(-6.06395216719667e+00dB,-1.34269512412502e+02°)	(-1.87976871917078e+01dB,-1.49572905720982e+02°)	(1.50906248192467e+01dB,-9.31774334401857e+01°)	(-6.53819676409903e+00dB,-6.35639726317010e+01°)
2.46332206491121e+09	(-6.08376415342916e+00dB,-1.34873847744975e+02°)	(-1.87772074586486e+01dB,-1.49744346427644e+02°)	(1.50538118909232e+01dB,-9.35235761503783e+01°)	(-6.58591888926641e+00dB,-6.37618625587124e+01°)
2.47750741284572e+09	(-6.10340113812456e+00dB,-1.35480165699954e+02°)	(-1.87567824280371e+01dB,-1.49915790425079e+02°)	(1.50168762382846e+01dB,-9.38704443780184e+01°)	(-6.63392936829758e+00dB,-6.39600163511161e+01°)
2.49177444887896e+09	(-6.12285850449702e+00dB,-1.36088459132640e+02°)	(-1.87364111559908e+01dB,-1.50087240185344e+02°)	(1.49798183550381e+01dB,-9.42180409026558e+01°)	(-6.68223059642931e+00dB,-6.41584413627884e+01°)
2.50612364342204e+09	(-6.14213161865693e+00dB,-1.36698720437204e+02°)	(-1.87160926987498e+01dB,-1.50258698309881e+02°)	(1.49426387352228e+01dB,-9.45663685927323e+01°)	(-6.73082502376944e+00dB,-6.43571451935236e+01°)
2.52055546959501e+09	(-6.16121583195548e+00dB,-1.37310941539240e+02°)	(-1.86958261112564e+01dB,-1.50430167505255e+02°)	(1.49053378747097e+01dB,-9.49154303808541e+01°)	(-6.77971515937096e+00dB,-6.45561356810526e+01°)
2.53507040324244e+09	(-6.18010648513997e+00dB,-1.37925113887012e+02°)	(-1.86756104461611e+01dB,-1.50601650567048e+02°)	(1.48679162722774e+01dB,-9.52652292472200e+01°)	(-6.82890357371008e+00dB,-6.47554209220813e+01°)
2.54966892294911e+09	(-6.19879890662921e+00dB,-1.38541228443186e+02°)	(-1.86554447573051e+01dB,-1.50773150428513e+02°)	(1.48303744262111e+01dB,-9.56157682678151e+01°)	(-6.87839289609343e+00dB,-6.49550092705481e+01°)
2.56435151005578e+09	(-6.21728841723826e+00dB,-1.39159275678609e+02°)	(-1.86353280969722e+01dB,-1.50944670117085e+02°)	(1.47927128371353e+01dB,-9.59670505704553e+01°)	(-6.92818582027457e+00dB,-6.51549093436679e+01°)
2.57911864867508e+09	(-6.23557032945086e+00dB,-1.39779245569466e+02°)	(-1.86152595162157e+01dB,-1.51116212753533e+02°)	(1.47549320077719e+01dB,-9.63190793334852e+01°)	(-6.97828510772775e+00dB,-6.53551299951183e+01°)
2.59397082570746e+09	(-6.25363995474202e+00dB,-1.40401127573360e+02°)	(-1.85952380689651e+01dB,-1.51287781620906e+02°)	(1.47170324389190e+01dB,-9.66718578542633e+01°)	(-7.02869357789920e+00dB,-6.55556804317987e+01°)
2.60890853085726e+09	(-6.27149259866530e+00dB,-1.41024910648330e+02°)	(-1.85752628057799e+01dB,-1.51459380053332e+02°)	(1.46790146357864e+01dB,-9.70253894375067e+01°)	(-7.07941412775747e+00dB,-6.57565700582228e+01°)
2.62393225664882e+09	(-6.28912356680859e+00dB,-1.41650583225435e+02°)	(-1.85553327799983e+01dB,-1.51631011536689e+02°)	(1.46408791019342e+01dB,-9.73796774955083e+01°)	(-7.13044971871169e+00dB,-6.59578085968964e+01°)
2.63904249844276e+09	(-6.30652816853559e+00dB,-1.42278133209710e+02°)	(-1.85354470448159e+01dB,-1.51802679659529e+02°)	(1.46026263422860e+01dB,-9.77347254986086e+01°)	(-7.18180338406496e+00dB,-6.61594060801712e+01°)
2.65423975445228e+09	(-6.32370171396304e+00dB,-1.42907547980452e+02°)	(-1.85156046534628e+01dB,-1.51974388107692e+02°)	(1.45642568630422e+01dB,-9.80905369693649e+01°)	(-7.23347823438638e+00dB,-6.63613727885889e+01°)
2.66952452575963e+09	(-6.34063952406537e+00dB,-1.43538814374373e+02°)	(-1.84958046606268e+01dB,-1.52146140691636e+02°)	(1.45257711703506e+01dB,-9.84471155094310e+01°)	(-7.28547745188684e+00dB,-6.65637193718946e+01°)
2.68489731633258e+09	(-6.35733692474719e+00dB,-1.44171918685346e+02°)	(-1.84760461231984e+01dB,-1.52317941348856e+02°)	(1.44871697696553e+01dB,-9.88044648015391e+01°)	(-7.33780429604167e+00dB,-6.67664567525267e+01°)
2.70035863304108e+09	(-6.37378925274048e+00dB,-1.44806846670553e+02°)	(-1.84563280968658e+01dB,-1.52489794086126e+02°)	(1.44484531691969e+01dB,-9.91625885512958e+01°)	(-7.39046211227171e+00dB,-6.69695961429835e+01°)
2.71590898567393e+09	(-6.38999186218974e+00dB,-1.45443583522020e+02°)	(-1.84366496416903e+01dB,-1.52661703073766e+02°)	(1.44096218745346e+01dB,-9.95214905810178e+01°)	(-7.44345431840887e+00dB,-6.71731491600934e+01°)
2.73154888695563e+09	(-6.40594011889455e+00dB,-1.46082113888822e+02°)	(-1.84170098173598e+01dB,-1.52833672555153e+02°)	(1.43706763933906e+01dB,-9.98811747388053e+01°)	(-7.49678442412144e+00dB,-6.73771276762502e+01°)
2.74727885256327e+09	(-6.42162940884006e+00dB,-1.46722421853897e+02°)	(-1.83974076869648e+01dB,-1.53005706912606e+02°)	(1.43316172319727e+01dB,-1.00241644964001e+02°)	(-7.55045602049997e+00dB,-6.75815439396805e+01°)
2.76309940114352e+09	(-6.43705513961452e+00dB,-1.47364490941906e+02°)	(-1.83778423150255e+01dB,-1.53177810628971e+02°)	(1.42924448970491e+01dB,-1.00602905248346e+02°)	(-7.60447278860933e+00dB,-6.77864105476753e+01°)
2.77901105432975e+09	(-6.45221274181181e+00dB,-1.48008304113263e+02°)	(-1.83583127685563e+01dB,-1.53349988301657e+02°)	(1.42531598949844e+01dB,-1.00964959649595e+02°)	(-7.65883850038874e+00dB,-6.79917404465058e+01°)
2.79501433675922e+09	(-6.46709767200771e+00dB,-1.48653843766194e+02°)	(-1.83388181164831e+01dB,-1.53522244628902e+02°)	(1.42137627324265e+01dB,-1.01327812277364e+02°)	(-7.71355702308534e+00dB,-6.81975469383705e+01°)
2.81110977609038e+09	(-6.48170541665557e+00dB,-1.49301091716746e+02°)	(-1.83193574329526e+01dB,-1.53694584466003e+02°)	(1.41742539131009e+01dB,-1.01691467348944e+02°)	(-7.76863231219731e+00dB,-6.84038437298468e+01°)
2.82729790302025e+09	(-6.49603149257352e+00dB,-1.49950029225411e+02°)	(-1.82999297927506e+01dB,-1.53867012738647e+02°)	(1.41346339424980e+01dB,-1.02055929102222e+02°)	(-7.82406842888303e+00dB,-6.86106448744976e+01°)
2.84357925130197e+09	(-6.51007145349265e+00dB,-1.50600636976015e+02°)	(-1.82805342750400e+01dB,-1.54039534508095e+02°)	(1.40949033242424e+01dB,-1.02421201860466e+02°)	(-7.87986953023525e+00dB,-6.88179648617997e+01°)
2.85995435776233e+09	(-6.52382088686503e+00dB,-1.51252895086996e+02°)	(-1.82611699616770e+01dB,-1.54212154933666e+02°)	(1.40550625618836e+01dB,-1.02787289994398e+02°)	(-7.93603988127099e+00dB,-6.90258185304398e+01°)
2.87642376231952e+09	(-6.53727542122660e+00dB,-1.51906783106081e+02°)	(-1.82418359383400e+01dB,-1.54384879292106e+02°)	(1.40151121578772e+01dB,-1.03154197941171e+02°)	(-7.99258385211394e+00dB,-6.92342211488088e+01°)
2.89298800800092e+09	(-6.55043073053235e+00dB,-1.52562280011753e+02°)	(-1.82225312948009e+01dB,-1.54557712978905e+02°)	(1.39750526134230e+01dB,-1.03521930205298e+02°)	(-8.04950591976830e+00dB,-6.94431884483078e+01°)
2.90964764096099e+09	(-6.56328253129593e+00dB,-1.53219364209855e+02°)	(-1.82032551254805e+01dB,-1.54730661513073e+02°)	(1.39348844280215e+01dB,-1.03890491363033e+02°)	(-8.10681067326747e+00dB,-6.96527365537105e+01°)
2.92640321049929e+09	(-6.57582658869411e+00dB,-1.53878013548500e+02°)	(-1.81840065280804e+01dB,-1.54903730508377e+02°)	(1.38946081009541e+01dB,-1.04259886033238e+02°)	(-8.16450281992754e+00dB,-6.98628820336701e+01°)
2.94325526907861e+09	(-6.58805872315564e+00dB,-1.54538205315367e+02°)	(-1.81647846049459e+01dB,-1.55076925695636e+02°)	(1.38542241300341e+01dB,-1.04630118899292e+02°)	(-8.22258718253827e+00dB,-7.00736419750056e+01°)
2.96020437234313e+09	(-6.59997480180341e+00dB,-1.55199916225298e+02°)	(-1.81455884641109e+01dB,-1.55250252936605e+02°)	(1.38137330106760e+01dB,-1.05001194722611e+02°)	(-8.28106870658167e+00dB,-7.02850338264315e+01°)
2.97725107913681e+09	(-6.61157075611411e+00dB,-1.55863122451583e+02°)	(-1.81264172175302e+01dB,-1.55423718188801e+02°)	(1.37731352377797e+01dB,-1.05373118307105e+02°)	(-8.33995246126065e+00dB,-7.04970756261865e+01°)
2.99439595152177e+09	(-6.62284257277658e+00dB,-1.56527799612988e+02°)	(-1.81072699823244e+01dB,-1.55597327522511e+02°)	(1.37324313046015e+01dB,-1.05745894515830e+02°)	(-8.39924364694539e+00dB,-7.07097858391732e+01°)
3.01163955479683e+09	(-6.63378630528512e+00dB,-1.57193922778125e+02°)	(-1.80881458818227e+01dB,-1.55771087139423e+02°)	(1.36916217018297e+01dB,-1.06119528289265e+02°)	(-8.45894759005590e+00dB,-7.09231835040441e+01°)
3.02898245751616e+09	(-6.64439806826850e+00dB,-1.57861466483803e+02°)	(-1.80690440435920e+01dB,-1.55945003327103e+02°)	(1.36507069196741e+01dB,-1.06494024599442e+02°)	(-8.51906976020931e+00dB,-7.11372881139356e+01°)
3.04642523150801e+09	(-6.65467404916369e+00dB,-1.58530404732831e+02°)	(-1.80499636015745e+01dB,-1.56119082498399e+02°)	(1.36096874458481e+01dB,-1.06869388489011e+02°)	(-8.57961576136687e+00dB,-7.13521197720228e+01°)
3.06396845189360e+09	(-6.66461050459314e+00dB,-1.59200710984979e+02°)	(-1.80309036968785e+01dB,-1.56293331204647e+02°)	(1.35685637648985e+01dB,-1.07245625084108e+02°)	(-8.64059133698578e+00dB,-7.15676991011852e+01°)
3.08161269710602e+09	(-6.67420376507637e+00dB,-1.59872358205075e+02°)	(-1.80118634746190e+01dB,-1.56467756063526e+02°)	(1.35273363614870e+01dB,-1.07622739521885e+02°)	(-8.70200238658610e+00dB,-7.17840472971307e+01°)
3.09935854890938e+09	(-6.68345023889670e+00dB,-1.60545318826531e+02°)	(-1.79928420881678e+01dB,-1.56642363845413e+02°)	(1.34860057162625e+01dB,-1.08000737036545e+02°)	(-8.76385495272778e+00dB,-7.20011861537422e+01°)
3.11720659241792e+09	(-6.69234641450221e+00dB,-1.61219564799312e+02°)	(-1.79738386960749e+01dB,-1.56817161401481e+02°)	(1.34445723090627e+01dB,-1.08379622887123e+02°)	(-8.82615523925581e+00dB,-7.22191380863671e+01°)
3.13515741611535e+09	(-6.70088886280707e+00dB,-1.61895067578853e+02°)	(-1.79548524639831e+01dB,-1.56992155700168e+02°)	(1.34030366171245e+01dB,-1.08759402393649e+02°)	(-8.88890960901833e+00dB,-7.24379261387135e+01°)
3.15321161187422e+09	(-6.70907423844322e+00dB,-1.62571798119366e+02°)	(-1.79358825656559e+01dB,-1.57167353848739e+02°)	(1.33613991141804e+01dB,-1.09140080958410e+02°)	(-8.95212458490534e+00dB,-7.26575739664958e+01°)
3.17136977497547e+09	(-6.71689928535294e+00dB,-1.63249726925873e+02°)	(-1.79169281807197e+01dB,-1.57342763033360e+02°)	(1.33196602728431e+01dB,-1.09521664005731e+02°)	(-9.01580686457943e+00dB,-7.28781059280542e+01°)
3.18963250412804e+09	(-6.72436083875344e+00dB,-1.63928824041746e+02°)	(-1.78979884965715e+01dB,-1.57518390558233e+02°)	(1.32778205628238e+01dB,-1.09904157020823e+02°)	(-9.07996331787264e+00dB,-7.30995470846552e+01°)
3.20800040148860e+09	(-6.73145582773676e+00dB,-1.64609059034386e+02°)	(-1.78790627100859e+01dB,-1.57694243884222e+02°)	(1.32358804493528e+01dB,-1.10287565588133e+02°)	(-9.14460098368257e+00dB,-7.33219232000668e+01°)
3.22647407268141e+09	(-6.73818127094093e+00dB,-1.65290401099489e+02°)	(-1.78601500211357e+01dB,-1.57870330465801e+02°)	(1.31938403997872e+01dB,-1.10671895228020e+02°)	(-9.20972711380223e+00dB,-7.35452607222574e+01°)
3.24505412681831e+09	(-6.74453429494184e+00dB,-1.65972818936000e+02°)	(-1.78412496437433e+01dB,-1.58046658014209e+02°)	(1.31517008725879e+01dB,-1.11057151659647e+02°)	(-9.27534911219866e+00dB,-7.37695869616682e+01°)
3.26374117651877e+09	(-6.75051211899948e+00dB,-1.66656280889050e+02°)	(-1.78223607956805e+01dB,-1.58223234242654e+02°)	(1.31094623278497e+01dB,-1.11443340545928e+02°)	(-9.34147460631263e+00dB,-7.39949299287824e+01°)
3.28253583793011e+09	(-6.75611206922252e+00dB,-1.67340754892777e+02°)	(-1.78034827048920e+01dB,-1.58400067014027e+02°)	(1.30671252210074e+01dB,-1.11830467641001e+02°)	(-9.40811141331991e+00dB,-7.42213184988309e+01°)
3.30143873074783e+09	(-6.76133157631690e+00dB,-1.68026208506507e+02°)	(-1.77846146076873e+01dB,-1.58577164293261e+02°)	(1.30246900047746e+01dB,-1.12218538742342e+02°)	(-9.47526755930595e+00dB,-7.44487823821442e+01°)
3.32045047823600e+09	(-6.76616817829346e+00dB,-1.68712608912902e+02°)	(-1.77657557497785e+01dB,-1.58754534171329e+02°)	(1.29821571282372e+01dB,-1.12607559714533e+02°)	(-9.54295127991662e+00dB,-7.46773521403717e+01°)
3.33957170724784e+09	(-6.77061952295504e+00dB,-1.69399922975528e+02°)	(-1.77469053847690e+01dB,-1.58932184812055e+02°)	(1.29395270384966e+01dB,-1.12997536435849e+02°)	(-9.61117103776595e+00dB,-7.49070592752445e+01°)
3.35880304824639e+09	(-6.77468337034615e+00dB,-1.70088117200396e+02°)	(-1.77280627767398e+01dB,-1.59110124524616e+02°)	(1.28968001782143e+01dB,-1.13388474870553e+02°)	(-9.67993551307213e+00dB,-7.51379361978397e+01°)
