Freq.	S11(V2)	S12(V2)	S21(V2)	S22(V2)
3.37814513532529e+09	(-6.77835759341434e+00dB,-1.70777157817847e+02°)	(-1.77092271976792e+01dB,-1.59288361676281e+02°)	(1.28539769883162e+01dB,-1.13780380981419e+02°)	(-9.74925363042326e+00dB,-7.53700163283168e+01°)
3.39759860622967e+09	(-6.78164018110502e+00dB,-1.71467010719327e+02°)	(-1.76903979308355e+01dB,-1.59466904795986e+02°)	(1.28110579047720e+01dB,-1.14173260833115e+02°)	(-9.81913454232680e+00dB,-7.56033340362473e+01°)
3.41716410237721e+09	(-6.78452923940671e+00dB,-1.72157641553465e+02°)	(-1.76715742680140e+01dB,-1.59645762475804e+02°)	(1.27680433614314e+01dB,-1.14567120493482e+02°)	(-9.88958765856049e+00dB,-7.58379247797184e+01°)
3.43684226887928e+09	(-6.78702299402632e+00dB,-1.72849015702195e+02°)	(-1.76527555114696e+01dB,-1.59824943426025e+02°)	(1.27249337882656e+01dB,-1.14961966088438e+02°)	(-9.96062264088228e+00dB,-7.60738250999318e+01°)
3.45663375456219e+09	(-6.78911979255253e+00dB,-1.73541098309999e+02°)	(-1.76339409738694e+01dB,-1.60004456464747e+02°)	(1.26817296115379e+01dB,-1.15357803791392e+02°)	(-1.00322494124586e+01dB,-7.63110726884477e+01°)
3.47653921198860e+09	(-6.79081810471423e+00dB,-1.74233854277829e+02°)	(-1.76151299787478e+01dB,-1.60184310538736e+02°)	(1.26384312534831e+01dB,-1.15754639843942e+02°)	(-1.01044781626345e+01dB,-7.65497063596775e+01°)
3.49655929747905e+09	(-6.79211652073908e+00dB,-1.74927248350070e+02°)	(-1.75963218584876e+01dB,-1.60364514636948e+02°)	(1.25950391344605e+01dB,-1.16152480469249e+02°)	(-1.01773193775388e+01dB,-7.67897661678416e+01°)
3.51669467113356e+09	(-6.79301376048937e+00dB,-1.75621245068842e+02°)	(-1.75775159578005e+01dB,-1.60545077895713e+02°)	(1.25515536696078e+01dB,-1.16551331977068e+02°)	(-1.02507838177088e+01dB,-7.70312934757210e+01°)
3.53694599685343e+09	(-6.79350866664535e+00dB,-1.76315808816389e+02°)	(-1.75587116315376e+01dB,-1.60726009538026e+02°)	(1.25079752711650e+01dB,-1.16951200702910e+02°)	(-1.03248825488843e+01dB,-7.72743308995419e+01°)
3.55731394236313e+09	(-6.79360021256378e+00dB,-1.77010903830704e+02°)	(-1.75399082464482e+01dB,-1.60907318907884e+02°)	(1.24643043468504e+01dB,-1.17352093042246e+02°)	(-1.03996269366042e+01dB,-7.75189224736761e+01°)
3.57779917923228e+09	(-6.79328749773605e+00dB,-1.77706494248131e+02°)	(-1.75211051798421e+01dB,-1.61089015423695e+02°)	(1.24205413013325e+01dB,-1.17754015403807e+02°)	(-1.04750286722577e+01dB,-7.77651136558048e+01°)
3.59840238289783e+09	(-6.79256975280089e+00dB,-1.78402544102326e+02°)	(-1.75023018210390e+01dB,-1.61271108618375e+02°)	(1.23766865349153e+01dB,-1.18156974249562e+02°)	(-1.05510997698040e+01dB,-7.80129514145784e+01°)
3.61912423268633e+09	(-6.79144633557018e+00dB,-1.79099017349014e+02°)	(-1.74834975703346e+01dB,-1.61453608112568e+02°)	(1.23327404447071e+01dB,-1.18560976067847e+02°)	(-1.06278525879888e+01dB,-7.82624842111316e+01°)
3.63996541183629e+09	(-6.78991673835096e+00dB,-1.79795877896402e+02°)	(-1.74646918407072e+01dB,-1.61636523637352e+02°)	(1.22887034230470e+01dB,-1.18966027395974e+02°)	(-1.07052998280166e+01dB,-7.85137622117778e+01°)
3.66092660752076e+09	(-6.78798058158777e+00dB,1.79506910377443e+02°)	(-1.74458840564103e+01dB,-1.61819865004941e+02°)	(1.22445758590479e+01dB,-1.19372134790860e+02°)	(-1.07834545600712e+01dB,-7.87668372215480e+01°)
3.68200851086996e+09	(-6.78563762092787e+00dB,1.78809383627220e+02°)	(-1.74270736546517e+01dB,-1.62003642159515e+02°)	(1.22003581370506e+01dB,-1.19779304879777e+02°)	(-1.08623302158898e+01dB,-7.90217628125774e+01°)
3.70321181699404e+09	(-6.78288773969661e+00dB,1.78111577955029e+02°)	(-1.74082600840029e+01dB,-1.62187865086026e+02°)	(1.21560506383478e+01dB,-1.20187544269100e+02°)	(-1.09419406305052e+01dB,-7.92785944354248e+01°)
3.72453722500606e+09	(-6.77973095955130e+00dB,1.77413529467395e+02°)	(-1.73894428068935e+01dB,-1.62372543925235e+02°)	(1.21116537388240e+01dB,-1.20596859659290e+02°)	(-1.10223000168305e+01dB,-7.95373894747014e+01°)
3.74598543804501e+09	(-6.77616742781795e+00dB,1.76715274181195e+02°)	(-1.73706212970197e+01dB,-1.62557688852353e+02°)	(1.20671678116789e+01dB,-1.21007257723491e+02°)	(-1.11034230221508e+01dB,-7.97982073096622e+01°)
3.76755716329897e+09	(-6.77219742940070e+00dB,1.76016848071292e+02°)	(-1.73517950418704e+01dB,-1.62743310188935e+02°)	(1.20225932250346e+01dB,-1.21418745219389e+02°)	(-1.11853247021421e+01dB,-8.00611094193059e+01°)
3.78925311202846e+09	(-6.76782137887504e+00dB,1.75318286983764e+02°)	(-1.73329635416264e+01dB,-1.62929418314492e+02°)	(1.19779303431687e+01dB,-1.21831328900796e+02°)	(-1.12680205640686e+01dB,-8.03261595400399e+01°)
3.81107399958991e+09	(-6.76303982163421e+00dB,1.74619626648079e+02°)	(-1.73141263093654e+01dB,-1.63116023698289e+02°)	(1.19331795264403e+01dB,-1.22245015549436e+02°)	(-1.13515265740800e+01dB,-8.05934236920708e+01°)
3.83302054545918e+09	(-6.75785343822312e+00dB,1.73920902663329e+02°)	(-1.72952828721767e+01dB,-1.63303136927408e+02°)	(1.18883411303068e+01dB,-1.22659812002995e+02°)	(-1.14358591594852e+01dB,-8.08629703495575e+01°)
3.85509347325533e+09	(-6.75226303793754e+00dB,1.73222150459781e+02°)	(-1.72764327700782e+01dB,-1.63490768663553e+02°)	(1.18434155065375e+01dB,-1.23075725111936e+02°)	(-1.15210352434280e+01dB,-8.11348705028530e+01°)
3.87729351076450e+09	(-6.74626956025001e+00dB,1.72523405270738e+02°)	(-1.72575755569437e+01dB,-1.63678929648883e+02°)	(1.17984030024156e+01dB,-1.23492761745334e+02°)	(-1.16070722568396e+01dB,-8.14091978535901e+01°)
3.89962138996384e+09	(-6.73987407228378e+00dB,1.71824702130469e+02°)	(-1.72387107997295e+01dB,-1.63867630707559e+02°)	(1.17533039616411e+01dB,-1.23910928792447e+02°)	(-1.16939881604530e+01dB,-8.16860288401901e+01°)
3.92207784704571e+09	(-6.73307777627352e+00dB,1.71126075849974e+02°)	(-1.72198380807987e+01dB,-1.64056882786476e+02°)	(1.17081187221353e+01dB,-1.24330233203479e+02°)	(-1.17818014388114e+01dB,-8.19654429518297e+01°)
3.94466362244191e+09	(-6.72588199532879e+00dB,1.70427560987045e+02°)	(-1.72009569948751e+01dB,-1.64246696877732e+02°)	(1.16628476192134e+01dB,-1.24750681912081e+02°)	(-1.18705311606281e+01dB,-8.22475226557387e+01°)
3.96737946084811e+09	(-6.71828818805418e+00dB,1.69729191848347e+02°)	(-1.71820671524506e+01dB,-1.64437084114087e+02°)	(1.16174909823048e+01dB,-1.25172281930862e+02°)	(-1.19601969500240e+01dB,-8.25323537655511e+01°)
3.99022611124840e+09	(-6.71029792256993e+00dB,1.69031002394613e+02°)	(-1.71631681764362e+01dB,-1.64628055594548e+02°)	(1.15720491384273e+01dB,-1.25595040177028e+02°)	(-1.20508190871050e+01dB,-8.28200254683544e+01°)
4.01320432694001e+09	(-6.70191290968217e+00dB,1.68333026350721e+02°)	(-1.71442597061015e+01dB,-1.64819622637703e+02°)	(1.15265224083728e+01dB,-1.26018963725777e+02°)	(-1.21424184190073e+01dB,-8.31106305845530e+01°)
4.03631486555810e+09	(-6.69313497428316e+00dB,1.67635297077770e+02°)	(-1.71253413944111e+01dB,-1.65011796576117e+02°)	(1.14809111094947e+01dB,-1.26444059604774e+02°)	(-1.22350164708615e+01dB,-8.34042657246790e+01°)
4.05955848910079e+09	(-6.68396606109984e+00dB,1.66937847587706e+02°)	(-1.71064129088061e+01dB,-1.65204588812194e+02°)	(1.14352155550487e+01dB,-1.26870334850087e+02°)	(-1.23286354467229e+01dB,-8.37010314880883e+01°)
4.08293596395423e+09	(-6.67440823892929e+00dB,1.66240710543524e+02°)	(-1.70874739318560e+01dB,-1.65398010857116e+02°)	(1.13894360536634e+01dB,-1.27297796545220e+02°)	(-1.24232982359219e+01dB,-8.40010326967945e+01°)
4.10644806091793e+09	(-6.66446369141667e+00dB,1.65543918207274e+02°)	(-1.70685241612124e+01dB,-1.65592074273321e+02°)	(1.13435729095068e+01dB,-1.27726451763688e+02°)	(-1.25190284627138e+01dB,-8.43043786617219e+01°)
4.13009555523014e+09	(-6.65413472552800e+00dB,1.64847502472900e+02°)	(-1.70495633094370e+01dB,-1.65786790750211e+02°)	(1.12976264225768e+01dB,-1.28156307644833e+02°)	(-1.26158504821412e+01dB,-8.46111833493828e+01°)
4.15387922659340e+09	(-6.64342375068251e+00dB,1.64151494772934e+02°)	(-1.70305911037775e+01dB,-1.65982171966755e+02°)	(1.12515968890451e+01dB,-1.28587371256536e+02°)	(-1.27137894690943e+01dB,-8.49215657116269e+01°)
4.17779985920028e+09	(-6.63233330003662e+00dB,1.63455926141631e+02°)	(-1.70116072874764e+01dB,-1.66178229751237e+02°)	(1.12054846000631e+01dB,-1.29019649755091e+02°)	(-1.28128713722904e+01dB,-8.52356499687326e+01°)
4.20185824175922e+09	(-6.62086601518431e+00dB,1.62760827157859e+02°)	(-1.69926116188018e+01dB,-1.66374975988880e+02°)	(1.11592898428484e+01dB,-1.29453150292962e+02°)	(-1.29131229892194e+01dB,-8.55535658826085e+01°)
4.22605516752052e+09	(-6.60902464100201e+00dB,1.62066227916475e+02°)	(-1.69736038715844e+01dB,-1.66572422599952e+02°)	(1.11130129002603e+01dB,-1.29887879997018e+02°)	(-1.30145720073064e+01dB,-8.58754491226945e+01°)
4.25039143430254e+09	(-6.59681203732952e+00dB,1.61372158065946e+02°)	(-1.69545838347453e+01dB,-1.66770581632006e+02°)	(1.10666540513854e+01dB,-1.30323846060927e+02°)	(-1.31172469952270e+01dB,-8.62014415298215e+01°)
4.27486784451796e+09	(-6.58423116274217e+00dB,1.60678646736669e+02°)	(-1.69355513133328e+01dB,-1.66969465162750e+02°)	(1.10202135706113e+01dB,-1.30761055648173e+02°)	(-1.32211774794226e+01dB,-8.65316916071801e+01°)
4.29948520520024e+09	(-6.57128507471263e+00dB,1.59985722546067e+02°)	(-1.69165061279241e+01dB,-1.67169085318053e+02°)	(1.09736917283350e+01dB,-1.31199515910224e+02°)	(-1.33263939754213e+01dB,-8.68663548524202e+01°)
4.32424432803026e+09	(-6.55797694183677e+00dB,1.59293413621807e+02°)	(-1.68974481150470e+01dB,-1.67369454362702e+02°)	(1.09270887906482e+01dB,-1.31639234077455e+02°)	(-1.34329279762820e+01dB,-8.72055941933470e+01°)
4.34914602936307e+09	(-6.54431002256393e+00dB,1.58601747539361e+02°)	(-1.68783771267925e+01dB,-1.67570584577763e+02°)	(1.08804050198319e+01dB,-1.32080217336684e+02°)	(-1.35408120557383e+01dB,-8.75495804483660e+01°)
4.37419113025480e+09	(-6.53028766627790e+00dB,1.57910751320928e+02°)	(-1.68592930311426e+01dB,-1.67772488282899e+02°)	(1.08336406741320e+01dB,-1.32522472853669e+02°)	(-1.36500798975218e+01dB,-8.78984928316544e+01°)
4.39938045648971e+09	(-6.51591332363865e+00dB,1.57220451450096e+02°)	(-1.68401957127723e+01dB,-1.67975177915312e+02°)	(1.07867960070611e+01dB,-1.32966007852239e+02°)	(-1.37607662905646e+01dB,-8.82525195295354e+01°)
4.42471483860748e+09	(-6.50119053185575e+00dB,1.56530873843078e+02°)	(-1.68210850712777e+01dB,-1.68178665950452e+02°)	(1.07398712692706e+01dB,-1.33410829535195e+02°)	(-1.38729072227789e+01dB,-8.86118581564924e+01°)
4.45019511193053e+09	(-6.48612291421903e+00dB,1.55842043830467e+02°)	(-1.68019610234353e+01dB,-1.68382964915895e+02°)	(1.06928667063914e+01dB,-1.33856945098386e+02°)	(-1.39865399093848e+01dB,-8.89767165305801e+01°)
4.47582211659160e+09	(-6.47071418267314e+00dB,1.55153986170515e+02°)	(-1.67828235013081e+01dB,-1.68588087419153e+02°)	(1.06457825610241e+01dB,-1.34304361758729e+02°)	(-1.41017028314537e+01dB,-8.93473132013729e+01°)
4.50159669756144e+09	(-6.45496812718348e+00dB,1.54466725015800e+02°)	(-1.67636724537768e+01dB,-1.68794046099503e+02°)	(1.05986190713037e+01dB,-1.34753086706244e+02°)	(-1.42184358055769e+01dB,-8.97238782784606e+01°)
4.52751970467665e+09	(-6.43888861990833e+00dB,1.53780283925167e+02°)	(-1.67445078453692e+01dB,-1.69000853665750e+02°)	(1.05513764721633e+01dB,-1.35203127142041e+02°)	(-1.43367800165310e+01dB,-9.01066541244343e+01°)
4.55359199266775e+09	(-6.42247961192889e+00dB,1.53094685849803e+02°)	(-1.67253296571748e+01dB,-1.69208522892531e+02°)	(1.05040549945115e+01dB,-1.35654490274838e+02°)	(-1.44567780656613e+01dB,-9.04958962592889e+01°)
4.57981442118731e+09	(-6.40574511988721e+00dB,1.52409953110352e+02°)	(-1.67061378868997e+01dB,-1.69417066555353e+02°)	(1.04566548652657e+01dB,-1.36107183256233e+02°)	(-1.45784740648849e+01dB,-9.08918742669594e+01°)
4.60618785483833e+09	(-6.38868924678486e+00dB,1.51726107432013e+02°)	(-1.66869325477017e+01dB,-1.69626497566205e+02°)	(1.04091763086052e+01dB,-1.36561213316545e+02°)	(-1.47019136082901e+01dB,-9.12948727106343e+01°)
4.63271316320273e+09	(-6.37131615281307e+00dB,1.51043169892971e+02°)	(-1.66677136694388e+01dB,-1.69836828816977e+02°)	(1.03616195448071e+01dB,-1.37016587608472e+02°)	(-1.48271439224840e+01dB,-9.17051922726351e+01°)
4.65939122087002e+09	(-6.35363007139564e+00dB,1.50361160948704e+02°)	(-1.66484812988287e+01dB,-1.70048073290970e+02°)	(1.03139847901702e+01dB,-1.37473313318844e+02°)	(-1.49542138483757e+01dB,-9.21231509266258e+01°)
4.68622290746616e+09	(-6.33563529353227e+00dB,1.49680100413210e+02°)	(-1.66292354979655e+01dB,-1.70260243978963e+02°)	(1.02662722585786e+01dB,-1.37931397584932e+02°)	(-1.50831739611744e+01dB,-9.25490850918267e+01°)
4.71320910768253e+09	(-6.31733617567616e+00dB,1.49000007466220e+02°)	(-1.66099763456460e+01dB,-1.70473353945153e+02°)	(1.02184821602538e+01dB,-1.38390847560640e+02°)	(-1.52140765756013e+01dB,-9.29833510877531e+01°)
4.74035071130511e+09	(-6.29873713314610e+00dB,1.48320900645782e+02°)	(-1.65907039369622e+01dB,-1.70687416301049e+02°)	(1.01706147022384e+01dB,-1.38851670390654e+02°)	(-1.53469758217297e+01dB,-9.34263265872693e+01°)
4.76764861324384e+09	(-6.27984263156439e+00dB,1.47642797839773e+02°)	(-1.65714183835597e+01dB,-1.70902444170218e+02°)	(1.01226700882118e+01dB,-1.39313873175447e+02°)	(-1.54819277259072e+01dB,-9.38784122415820e+01°)
4.79510371356212e+09	(-6.26065719815048e+00dB,1.46965716299884e+02°)	(-1.65521198122732e+01dB,-1.71118450764037e+02°)	(1.00746485199256e+01dB,-1.39777463047286e+02°)	(-1.56189902158848e+01dB,-9.43400333618495e+01°)
4.82271691750644e+09	(-6.24118540652931e+00dB,1.46289672625285e+02°)	(-1.65328083670234e+01dB,-1.71335449313701e+02°)	(1.00265501953759e+01dB,-1.40242447102509e+02°)	(-1.57582232142623e+01dB,-9.48116419387527e+01°)
4.85048913553630e+09	(-6.22143187423627e+00dB,1.45614682764406e+02°)	(-1.65134842076454e+01dB,-1.71553453064646e+02°)	(9.97837531004143e+00dB,-1.40708832396215e+02°)	(-1.58996886998395e+01dB,-9.52937186594076e+01°)
4.87842128335418e+09	(-6.20140126375434e+00dB,1.44940762019012e+02°)	(-1.64941475105426e+01dB,-1.71772475299879e+02°)	(9.93012405629402e+00dB,-1.41176625965860e+02°)	(-1.60434507328113e+01dB,-9.57867752238053e+01°)
4.90651428193575e+09	(-6.18109829129334e+00dB,1.44267925051792e+02°)	(-1.64747984667724e+01dB,-1.71992529397604e+02°)	(9.88179662537416e+00dB,-1.41645834889158e+02°)	(-1.61895754563631e+01dB,-9.62913567235976e+01°)
4.93476905756023e+09	(-6.16052769958602e+00dB,1.43596185869923e+02°)	(-1.64554372850150e+01dB,-1.72213628696698e+02°)	(9.83339320448129e+00dB,-1.42116466149829e+02°)	(-1.63381312246478e+01dB,-9.68080445228182e+01°)
4.96318654184095e+09	(-6.13969427980037e+00dB,1.42925557842264e+02°)	(-1.64360641880741e+01dB,-1.72435786624691e+02°)	(9.78491398032971e+00dB,-1.42588526765857e+02°)	(-1.64891885393016e+01dB,-9.73374590368235e+01°)
4.99176767175602e+09	(-6.11860284934462e+00dB,1.42256053691333e+02°)	(-1.64166794161602e+01dB,-1.72659016594824e+02°)	(9.73635913591926e+00dB,-1.43062023686824e+02°)	(-1.66428201315454e+01dB,-9.78802631663996e+01°)
5.02051338967929e+09	(-6.09725826676987e+00dB,1.41587685503484e+02°)	(-1.63972832240462e+01dB,-1.72883332095015e+02°)	(9.68772885343065e+00dB,-1.43536963883154e+02°)	(-1.67991008981659e+01dB,-9.84371656995970e+01°)
5.04942464341137e+09	(-6.07566540714534e+00dB,1.40920464723791e+02°)	(-1.63778758835404e+01dB,-1.73108746565229e+02°)	(9.63902331180146e+00dB,-1.44013354223768e+02°)	(-1.69581079778864e+01dB,-9.90089253608632e+01°)
5.07850238621089e+09	(-6.05382919134456e+00dB,1.40254402168791e+02°)	(-1.63584576797360e+01dB,-1.73335273568552e+02°)	(9.59024269052244e+00dB,-1.44491201647430e+02°)	(-1.71199205745990e+01dB,-9.95963548684948e+01°)
5.10774757682597e+09	(-6.03175455393108e+00dB,1.39589508023633e+02°)	(-1.63390289149222e+01dB,-1.73562926630706e+02°)	(9.54138716576948e+00dB,-1.44970513002555e+02°)	(-1.72846200121590e+01dB,-1.00200325856156e+02°)
5.13716117952576e+09	(-6.00944645641244e+00dB,1.38925791847114e+02°)	(-1.63195899054889e+01dB,-1.73791719316293e+02°)	(9.49245691353950e+00dB,-1.45451295123726e+02°)	(-1.74522895795636e+01dB,-1.00821773851876e+02°)
5.16674416413231e+09	(-5.98690988086666e+00dB,1.38263262581536e+02°)	(-1.63001409841114e+01dB,-1.74021665215974e+02°)	(9.44345210750384e+00dB,-1.45933554819158e+02°)	(-1.76230143856224e+01dB,-1.01461704039950e+02°)
5.19649750605248e+09	(-5.96414983331936e+00dB,1.37601928547913e+02°)	(-1.62806824963239e+01dB,-1.74252777959565e+02°)	(9.39437292246914e+00dB,-1.46417298884081e+02°)	(-1.77968811723929e+01dB,-1.02121197290325e+02°)
5.22642218631017e+09	(-5.94117131700292e+00dB,1.36941797464640e+02°)	(-1.62612148059782e+01dB,-1.74485071094873e+02°)	(9.34521952895111e+00dB,-1.46902533979847e+02°)	(-1.79739781545650e+01dB,-1.02801417297672e+02°)
5.25651919157859e+09	(-5.91797937595557e+00dB,1.36282876443056e+02°)	(-1.62417382883479e+01dB,-1.74718558331591e+02°)	(9.29599210010008e+00dB,-1.47389266878119e+02°)	(-1.81543944827501e+01dB,-1.03503617595506e+02°)
5.28678951421286e+09	(-5.89457905673361e+00dB,1.35625171989076e+02°)	(-1.62222533326941e+01dB,-1.74953253328756e+02°)	(9.24669080916103e+00dB,-1.47877504248599e+02°)	(-1.83382200333646e+01dB,-1.04229149994092e+02°)
5.31723415228269e+09	(-5.87097540419675e+00dB,1.34968690034437e+02°)	(-1.62027603466896e+01dB,-1.75189169708040e+02°)	(9.19731582507371e+00dB,-1.48367252672607e+02°)	(-1.85255448513791e+01dB,-1.04979473780132e+02°)
5.34785410960528e+09	(-5.84717348934431e+00dB,1.34313435910752e+02°)	(-1.61832597478464e+01dB,-1.75426321187917e+02°)	(9.14786732106563e+00dB,-1.48858518777517e+02°)	(-1.87164584095228e+01dB,-1.05756165068466e+02°)
5.37865039577848e+09	(-5.82317838077358e+00dB,1.33659414381368e+02°)	(-1.61637519698407e+01dB,-1.75664721454704e+02°)	(9.09834546834497e+00dB,-1.49351309108084e+02°)	(-1.89110489068510e+01dB,-1.06560927953376e+02°)
5.40962402621399e+09	(-5.79899516014784e+00dB,1.33006629626843e+02°)	(-1.61442374575181e+01dB,-1.75904384240784e+02°)	(9.04875044111033e+00dB,-1.49845630204935e+02°)	(-1.91094022265883e+01dB,-1.07395605972381e+02°)
5.44077602217093e+09	(-5.77462889642960e+00dB,1.32355085286159e+02°)	(-1.61247166732208e+01dB,-1.76145323211195e+02°)	(8.99908241023601e+00dB,-1.50341488491435e+02°)	(-1.93116008173764e+01dB,-1.08262195304656e+02°)
5.47210741078942e+09	(-5.75008467557212e+00dB,1.31704784423303e+02°)	(-1.61051900885766e+01dB,-1.76387552113201e+02°)	(8.94934155149143e+00dB,-1.50838890423525e+02°)	(-1.95177220964367e+01dB,-1.09162858136043e+02°)
5.50361922512453e+09	(-5.72536757811594e+00dB,1.31055729563094e+02°)	(-1.60856581896317e+01dB,-1.76631084676324e+02°)	(8.89952804041512e+00dB,-1.51337842390028e+02°)	(-1.97278367361919e+01dB,-1.10099937998767e+02°)
5.53531250418029e+09	(-5.70048268072230e+00dB,1.30407922694155e+02°)	(-1.60661214754714e+01dB,-1.76875934623576e+02°)	(8.84964205369695e+00dB,-1.51838350724143e+02°)	(-1.99420064836992e+01dB,-1.11075975839986e+02°)
5.56718829294398e+09	(-5.67543506558692e+00dB,1.29761365258308e+02°)	(-1.60465804551337e+01dB,-1.77122115724050e+02°)	(8.79968377226473e+00dB,-1.52340421756298e+02°)	(-2.01602814807485e+01dB,-1.12093727017431e+02°)
5.59924764242056e+09	(-5.65022978891281e+00dB,1.29116058208251e+02°)	(-1.60270356546310e+01dB,-1.77369641640475e+02°)	(8.74965337425990e+00dB,-1.52844061661967e+02°)	(-2.03826972329539e+01dB,-1.13156180075131e+02°)
5.63149160966732e+09	(-5.62487192166525e+00dB,1.28472001948769e+02°)	(-1.60074876066752e+01dB,-1.77618526142367e+02°)	(8.69955104530678e+00dB,-1.53349276675078e+02°)	(-2.06092705825701e+01dB,-1.14266574929549e+02°)
5.66392125782877e+09	(-5.59936651894717e+00dB,1.27829196403214e+02°)	(-1.59879368585848e+01dB,-1.77868782966530e+02°)	(8.64937697059632e+00dB,-1.53856072948767e+02°)	(-2.08399952395603e+01dB,-1.15428422940200e+02°)
5.69653765617166e+09	(-5.57371863310836e+00dB,1.27187640970287e+02°)	(-1.59683839652892e+01dB,-1.78120425865119e+02°)	(8.59913134187047e+00dB,-1.54364456603691e+02°)	(-2.10748362839806e+01dB,-1.16645526160840e+02°)
5.72934188012025e+09	(-5.54793329125985e+00dB,1.26547334603841e+02°)	(-1.59488294976891e+01dB,-1.78373468521791e+02°)	(8.54881434904662e+00dB,-1.54874433644422e+02°)	(-2.13137236682649e+01dB,-1.17921996840662e+02°)
5.76233501129175e+09	(-5.52201552057618e+00dB,1.25908275750186e+02°)	(-1.59292740333927e+01dB,-1.78627924668766e+02°)	(8.49842618946383e+00dB,-1.55386010076756e+02°)	(-2.15565443536358e+01dB,-1.19262274278745e+02°)
5.79551813753202e+09	(-5.49597034012363e+00dB,1.25270462375292e+02°)	(-1.59097181588675e+01dB,-1.78883808057122e+02°)	(8.44796706571009e+00dB,-1.55899191878240e+02°)	(-2.18031331404502e+01dB,-1.20671139624518e+02°)
5.82889235295140e+09	(-5.46980273892476e+00dB,1.24633892025114e+02°)	(-1.58901624747819e+01dB,-1.79141132349920e+02°)	(8.39743718025663e+00dB,-1.56413984891538e+02°)	(-2.20532619790823e+01dB,-1.22153726598604e+02°)
5.86245875796081e+09	(-5.44351771011106e+00dB,1.23998561743616e+02°)	(-1.58706075853892e+01dB,-1.79399911295756e+02°)	(8.34683674604725e+00dB,-1.56930394998201e+02°)	(-2.23066271954496e+01dB,-1.23715523810764e+02°)
5.89621845930802e+09	(-5.41712021267921e+00dB,1.23364468182653e+02°)	(-1.58510541091768e+01dB,-1.79660158543888e+02°)	(8.29616597581884e+00dB,-1.57448427934030e+02°)	(-2.25628350892503e+01dB,-1.25362369218519e+02°)
5.93017257011414e+09	(-5.39061519575994e+00dB,1.22731607548593e+02°)	(-1.58315026714479e+01dB,-1.79921887771955e+02°)	(8.24542508948667e+00dB,-1.57968089417010e+02°)	(-2.28213851146851e+01dB,-1.27100428984186e+02°)
5.96432220991035e+09	(-5.36400760041657e+00dB,1.22099975582683e+02°)	(-1.58119539014088e+01dB,1.79814887312863e+02°)	(8.19461431702082e+00dB,-1.58489385148683e+02°)	(-2.30816510768300e+01dB,-1.28936158279202e+02°)
5.99866850467475e+09	(-5.33730233581425e+00dB,1.21469567665259e+02°)	(-1.57924084410172e+01dB,1.79550153071545e+02°)	(8.14373388955867e+00dB,-1.59012320716665e+02°)	(-2.33428603458898e+01dB,-1.30876238125559e+02°)
6.03321258686957e+09	(-5.31050429524487e+00dB,1.20840378742470e+02°)	(-1.57728669365543e+01dB,1.79283895873624e+02°)	(8.09278404779059e+00dB,-1.59536901654446e+02°)	(-2.36040713133611e+01dB,-1.32927479299446e+02°)
6.06795559547844e+09	(-5.28361835356039e+00dB,1.20212403381995e+02°)	(-1.57533300422258e+01dB,1.79016102076105e+02°)	(8.04176503831339e+00dB,-1.60063133462684e+02°)	(-2.38641497783451e+01dB,-1.35096686348913e+02°)
6.10289867604396e+09	(-5.25664936215407e+00dB,1.19585635746285e+02°)	(-1.57337984168650e+01dB,1.78746758082134e+02°)	(7.99067711687864e+00dB,-1.60591021550720e+02°)	(-2.41217456713226e+01dB,-1.37390473517980e+02°)
6.13804298070551e+09	(-5.22960215288973e+00dB,1.18960069628365e+02°)	(-1.57142727254208e+01dB,1.78475850287801e+02°)	(7.93952054685273e+00dB,-1.61120571289967e+02°)	(-2.43752714003776e+01dB,-1.39815022234854e+02°)
6.17338966823718e+09	(-5.20248154139665e+00dB,1.18335698433029e+02°)	(-1.56947536360636e+01dB,1.78203365070581e+02°)	(7.88829560205706e+00dB,-1.61651788025659e+02°)	(-2.46228846399496e+01dB,-1.42375774360983e+02°)
6.20893990408602e+09	(-5.17529230241681e+00dB,1.17712515256299e+02°)	(-1.56752418260976e+01dB,1.77929288929465e+02°)	(7.83700256079710e+00dB,-1.62184676936889e+02°)	(-2.48624788618165e+01dB,-1.45077058883699e+02°)
6.24469486041046e+09	(-5.14803920427345e+00dB,1.17090512782190e+02°)	(-1.56557379713071e+01dB,1.77653608289187e+02°)	(7.78564171645531e+00dB,-1.62719243232559e+02°)	(-2.50916851803266e+01dB,-1.47921649689161e+02°)
6.28065571611894e+09	(-5.12072698417747e+00dB,1.16469683384878e+02°)	(-1.56362427535139e+01dB,1.77376309625824e+02°)	(7.73421336986971e+00dB,-1.63255492025945e+02°)	(-2.53078908689382e+01dB,-1.50910273020703e+02°)
6.31682365690878e+09	(-5.09336035362579e+00dB,1.15850019100079e+02°)	(-1.56167568569260e+01dB,1.77097379447198e+02°)	(7.68271783291765e+00dB,-1.63793428354461e+02°)	(-2.55082789167890e+01dB,-1.54041085402482e+02°)
6.35319987530531e+09	(-5.06594401447646e+00dB,1.15231511592900e+02°)	(-1.55972809638055e+01dB,1.76816804184738e+02°)	(7.63115543277816e+00dB,-1.64333057287942e+02°)	(-2.56898927687952e+01dB,-1.57309162585311e+02°)
